Symbol,Name,Country,Sector,Industry
STKS,The ONE Group Hospitality Inc. Common Stock,United States,Consumer Discretionary,Restaurants
STLD,Steel Dynamics Inc.,United States,Industrials,Steel/Iron Ore
STNE,StoneCo Ltd. Class A Common Shares,Brazil,Technology,EDP Services
STOK,Stoke Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
STRA,Strategic Education Inc. Common Stock,United States,Consumer Discretionary,Educational Services
STRC,Sarcos Technology and Robotics Corporation Common Stock,United States,Industrials,Wholesale Distributors
STRCW,Sarcos Technology and Robotics Corporation Warrants,United States,Industrials,Wholesale Distributors
STRL,Sterling Infrastructure Inc. Common Stock,United States,Industrials,Military/Government/Technical
STRM,Streamline Health Solutions Inc. Common Stock,United States,Technology,EDP Services
STRO,Sutro Biopharma Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRR,Star Equity Holdings Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRS,Stratus Properties Inc. Common Stock,United States,Real Estate,Homebuilding
STRT,STRATTEC SECURITY CORPORATION Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
STRW,Strawberry Fields REIT Inc. Common Stock,,Real Estate,Real Estate Investment Trusts
STSS,Sharps Technology Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
STSSW,Sharps Technology Inc. Warrant,United States,Finance,Investment Bankers/Brokers/Service
STTK,Shattuck Labs Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Ireland,Technology,Electronic Components
STXS,Stereotaxis Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SUNW,Sunworks Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
SUPN,Supernus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SURF,Surface Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SURG,SurgePays Inc. Common Stock,United States,Consumer Discretionary,Advertising
SURGW,SurgePays Inc. Warrant,United States,Consumer Discretionary,Advertising
SVC,Service Properties Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
SVFD,Save Foods Inc. Common Stock,Israel,Consumer Staples,Farming/Seeds/Milling
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,United States,Finance,Blank Checks
SVIIW,Spring Valley Acquisition Corp. II Warrant,United States,Finance,Blank Checks
SVM,Silvercorp Metals Inc. Common Shares,Canada,Basic Materials,Precious Metals
SVRA,Savara Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SVRE,SaverOne 2014 Ltd. American Depositary Shares,Israel,,
SVT,Servotronics Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
SVVC,Firsthand Technology Value Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
SWAG,Stran & Company Inc. Common Stock,United States,Consumer Discretionary,Advertising
SWAV,ShockWave Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SWBI,Smith & Wesson Brands Inc. Common Stock,United States,Industrials,Ordnance And Accessories
SWIM,Latham Group Inc. Common Stock,United States,Industrials,Plastic Products
SWKH,SWK Holdings Corporation Common Stock,United States,Finance,Finance/Investors Services
SWKS,Skyworks Solutions Inc. Common Stock,United States,Technology,Semiconductors
SWSSW,Clean Energy Special Situations Corp. Warrant,United States,Finance,Blank Checks
SWTX,SpringWorks Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SWVL,Swvl Holdings Corp Class A Common Shares,United Arab Emirates,Consumer Discretionary,Business Services
SWVLW,Swvl Holdings Corp Warrant,United Arab Emirates,Consumer Discretionary,Business Services
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SY,So-Young International Inc. American Depository Shares,China,Technology,EDP Services
SYBT,Stock Yards Bancorp Inc. Common Stock,United States,Finance,Major Banks
SYBX,Synlogic Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SYM,Symbotic Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,United States,Technology,Computer peripheral equipment
SYNH,Syneos Health Inc. Class A Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYPR,Sypris Solutions Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
SYRS,Syros Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SYT,SYLA Technologies Co. Ltd. American Depositary Shares,Japan,Finance,Real Estate
SYTA,Siyata Mobile Inc. Common Shares,Canada,Telecommunications,Telecommunications Equipment
SYTAW,Siyata Mobile Inc. Warrant,Canada,Telecommunications,Telecommunications Equipment
SZZL,Sizzle Acquisition Corp. Common stock,United States,Finance,Blank Checks
TACT,TransAct Technologies Incorporated Common Stock,United States,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,United States,Technology,Electronic Components
TALK,Talkspace Inc. Common Stock,United States,Health Care,Medical/Nursing Services
TALKW,Talkspace Inc. Warrant,United States,Health Care,Medical/Nursing Services
TALS,Talaris Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TANH,Tantech Holdings Ltd. Common Shares,China,,
TAOP,Taoping Inc. Ordinary Shares ,Hong Kong,Technology,Computer Software: Prepackaged Software
TARA,Protara Therapeutics Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TARS,Tarsus Pharmaceuticals Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
TASK,TaskUs Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
TAST,Carrols Restaurant Group Inc. Common Stock,United States,Consumer Discretionary,Restaurants
TATT,TAT Technologies Ltd. Ordinary Shares,Israel,Industrials,Aerospace
TAYD,Taylor Devices Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
TBBK,The Bancorp Inc Common Stock,United States,Finance,Major Banks
TBCP,Thunder Bridge Capital Partners III Inc. Class A Common Stock,United States,Finance,Blank Checks
TBCPW,Thunder Bridge Capital Partners III Inc. Warrant,United States,Finance,Blank Checks
TBIO,Telesis Bio Inc. Common Stock,United States,Health Care,Medical Specialities
TBLA,Taboola.com Ltd. Ordinary Shares,Israel,Technology,Computer Software: Programming Data Processing
TBLAW,Taboola.com Ltd. Warrant,Israel,Technology,Computer Software: Programming Data Processing
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,United States,Finance,Investment Managers
TBLT,ToughBuilt Industries Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
TBMC,Trailblazer Merger Corporation I Class A Common Stock,United States,Finance,Blank Checks
TBMCR,Trailblazer Merger Corporation I Rights,United States,Finance,Blank Checks
TBNK,Territorial Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
TBPH,Theravance Biopharma Inc. Ordinary Shares,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations
TC,TuanChe Limited American Depositary Shares,China,Consumer Discretionary,Business Services
TCBC,TC Bancshares Inc. Common Stock,United States,Finance,Major Banks
TCBI,Texas Capital Bancshares Inc. Common Stock,United States,Finance,Major Banks
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,United States,Finance,Major Banks
TCBP,TC BioPharm (Holdings) plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCBPW,TC BioPharm (Holdings) plc Warrants,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCBS,Texas Community Bancshares Inc. Common Stock,United States,Finance,Banks
TCBX,Third Coast Bancshares Inc. Common Stock,United States,Finance,Banks
TCJH,Top KingWin Ltd Class A Ordinary Shares,China,Consumer Discretionary,Business Services
TCMD,Tactile Systems Technology Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
TCOM,Trip.com Group Limited American Depositary Shares,China,Consumer Discretionary,Business Services
TCON,TRACON Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCPC,BlackRock TCP Capital Corp. Common Stock,United States,Finance,Finance/Investors Services
TCRT,Alaunos Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,TScan Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TCX,Tucows Inc. Class A Common Stock,Canada,Technology,EDP Services
TDUP,ThredUp Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
TEAM,Atlassian Corporation Class A Common Stock,Australia,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,United States,Finance,Commercial Banks
TEDU,Tarena International Inc. American Depositary Shares,China,Consumer Discretionary,Educational Services
TELA,TELA Bio Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
TELL,Tellurian Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
TELZ,Tellurian Inc. 8.25% Senior Notes due 2028,United States,Energy,Oil & Gas Production
TENB,Tenable Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
TENK,TenX Keane Acquisition Ordinary Share,United States,Finance,Blank Checks
TENKR,TenX Keane Acquisition Right,United States,Finance,Blank Checks
TENX,Tenax Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TER,Teradyne Inc. Common Stock,United States,Industrials,Electrical Products
TERN,Terns Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TETE,Technology & Telecommunication Acquisition Corporation Class A Ordinary Shares,Malaysia,Finance,Blank Checks
TFFP,TFF Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TFIN,Triumph Financial Inc. Common Stock,United States,Finance,Major Banks
TFINP,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
TFSL,TFS Financial Corporation Common Stock,United States,Finance,Savings Institutions
TGAA,Target Global Acquisition I Corp. Class A Ordinary Share,Cayman Islands,Finance,Blank Checks
TGAAU,Target Global Acquisition I Corp. Unit,Cayman Islands,Finance,Blank Checks
TGAAW,Target Global Acquisition I Corp. Warrant,Cayman Islands,Finance,Blank Checks
TGAN,Transphorm Inc. Common Stock,United States,Technology,Semiconductors
TGB,Taseko Mines Ltd. Common Stock,Canada,Basic Materials,Precious Metals
TGL,Treasure Global Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
TGTX,TG Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TGVCW,TG Venture Acquisition Corp. Warrants,United States,Finance,Blank Checks
TH,Target Hospitality Corp. Common Stock,United States,Energy,Oil & Gas Production
THCH,TH International Limited Ordinary shares,China,Finance,Blank Checks
THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
THCPW,Thunder Bridge Capital Partners IV Inc. Warrant,United States,Industrials,Consumer Electronics/Appliances
THFF,First Financial Corporation Indiana Common Stock,United States,Finance,Major Banks
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),Canada,Basic Materials,Metal Mining
THMO,ThermoGenesis Holdings Inc. Common Stock,United States,Industrials,Medical Specialities
THRD,Third Harmonic Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
THRM,Gentherm Inc Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
THRN,Thorne Healthtech Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
THRX,Theseus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
THRY,Thryv Holdings Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
THTX,Theratechnologies Inc. Common Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
THWWW,Target Hospitality Corp. Warrant expiring 3/15/2024,United States,Consumer Discretionary,Hotels/Resorts
TIGO,Millicom International Cellular S.A. Common Stock,Luxembourg,Telecommunications,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,China,Finance,Investment Bankers/Brokers/Service
TIL,Instil Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TILE,Interface Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
TIO,Tingo Group Inc. Common Stock,United States,Consumer Discretionary,Advertising
TIPT,Tiptree Inc. Common Stock,United States,Finance,Accident &Health Insurance
